 100
 80 120 
 48 74 92 
 48 75 95 
 48 79 103 
 48 80 92 
 49 55 96 
 49 59 97 
 49 62 92 
 49 75 97 
 49 76 97 
 50 51 97 
 50 69 94 
 50 70 106 
 50 73 94 
 50 78 97 
 50 79 103 
 50 80 110 
 51 56 104 
 51 60 94 
 51 64 97 
 51 67 104 
 51 72 107 
 51 76 92 
 51 79 95 
 52 66 93 
 52 74 97 
 53 57 98 
 53 76 97 
 53 79 102 
 54 64 97 
 54 68 102 
 54 70 92 
 54 80 97 
 55 62 103 
 55 64 99 
 55 70 101 
 56 63 101 
 56 68 102 
 56 73 101 
 57 68 91 
 57 73 95 
 57 77 108 
 58 62 105 
 58 63 100 
 58 64 109 
 58 66 103 
 58 72 100 
 58 75 91 
 59 63 98 
 59 67 103 
 59 68 106 
 59 74 97 
 59 76 101 
 59 77 91 
 60 61 94 
 60 63 95 
 60 70 108 
 60 72 101 
 60 73 96 
 60 76 96 
 61 62 98 
 61 63 106 
 61 64 94 
 61 68 103 
 62 66 91 
 63 71 91 
 63 72 94 
 63 79 104 
 64 70 105 
 64 74 96 
 64 75 100 
 64 76 106 
 65 66 107 
 65 70 100 
 65 72 96 
 65 75 97 
 66 67 96 
 66 69 106 
 66 70 104 
 66 73 91 
 66 75 93 
 66 79 106 
 67 71 95 
 68 71 102 
 68 74 97 
 69 71 100 
 69 78 94 
 70 74 106 
 70 77 98 
 71 72 93 
 71 73 104 
 72 80 97 
 73 76 94 
 74 76 99 
 75 79 112 
 77 80 98 
 8 
 1 2 3 4 5 6 
 7 8 
 80 632 
 1 10 199 
 1 15 203 
 1 19 198 
 1 21 203 
 1 23 204 
 1 24 196 
 1 29 196 
 1 31 198 
 1 32 197 
 1 34 191 
 1 36 194 
 1 37 205 
 1 40 199 
 1 43 207 
 1 48 193 
 1 49 200 
 1 52 197 
 1 55 209 
 1 60 203 
 1 63 197 
 1 66 191 
 1 67 199 
 1 72 197 
 1 73 202 
 1 79 200 
 1 80 213 
 2 6 301 
 2 10 204 
 2 15 189 
 2 24 203 
 2 28 198 
 2 30 198 
 2 31 194 
 2 32 197 
 2 42 196 
 2 47 192 
 2 52 202 
 2 53 196 
 2 58 198 
 2 61 198 
 2 65 195 
 2 68 203 
 2 69 194 
 2 71 198 
 2 80 195 
 3 9 199 
 3 13 201 
 3 15 193 
 3 19 205 
 3 26 207 
 3 40 199 
 3 41 196 
 3 57 203 
 4 7 305 
 4 11 207 
 4 24 203 
 4 28 207 
 4 30 204 
 4 32 194 
 4 37 203 
 4 51 203 
 4 60 197 
 4 66 202 
 4 70 200 
 4 72 190 
 4 73 201 
 4 78 205 
 5 7 296 
 5 10 201 
 5 16 198 
 5 22 199 
 5 26 202 
 5 32 199 
 5 34 202 
 5 37 194 
 5 46 205 
 5 52 197 
 5 57 190 
 5 61 206 
 5 65 200 
 5 68 205 
 5 69 196 
 6 11 205 
 6 19 189 
 6 27 203 
 6 37 199 
 6 39 195 
 6 44 199 
 6 45 200 
 6 57 195 
 6 64 202 
 6 69 208 
 6 77 196 
 6 78 200 
 7 8 292 
 7 17 190 
 7 18 204 
 7 23 207 
 7 26 199 
 7 31 195 
 7 32 201 
 7 34 202 
 7 45 211 
 7 46 203 
 7 52 197 
 7 69 194 
 7 70 222 
 7 74 199 
 7 75 199 
 7 76 206 
 7 77 195 
 7 78 203 
 7 80 205 
 8 10 202 
 8 19 200 
 8 20 202 
 8 22 194 
 8 29 197 
 8 35 198 
 8 36 193 
 8 38 196 
 8 39 207 
 8 42 198 
 8 47 201 
 8 51 196 
 8 52 188 
 8 62 199 
 8 63 199 
 8 69 199 
 8 72 189 
 8 78 197 
 8 79 200 
 9 12 97 
 9 13 102 
 9 22 103 
 9 25 100 
 9 26 105 
 9 28 97 
 9 30 109 
 9 32 99 
 9 37 93 
 9 38 97 
 9 43 100 
 9 44 95 
 9 49 104 
 9 51 98 
 9 56 90 
 9 63 101 
 9 67 102 
 9 75 96 
 9 77 99 
 10 14 99 
 10 19 111 
 10 27 105 
 10 47 91 
 10 49 103 
 10 50 104 
 10 51 101 
 10 53 95 
 10 55 95 
 10 65 101 
 10 68 94 
 10 69 101 
 11 16 106 
 11 31 98 
 11 35 102 
 11 56 101 
 11 57 104 
 11 63 96 
 11 66 97 
 11 69 92 
 11 76 112 
 11 77 99 
 11 79 100 
 12 18 98 
 12 20 104 
 12 32 92 
 12 38 100 
 12 46 103 
 12 47 97 
 12 48 91 
 12 55 103 
 12 63 106 
 12 64 93 
 12 74 108 
 13 14 97 
 13 17 95 
 13 18 98 
 13 23 101 
 13 25 105 
 13 30 97 
 13 33 95 
 13 42 103 
 13 52 101 
 13 54 104 
 13 56 93 
 13 57 97 
 13 65 102 
 13 72 105 
 13 74 112 
 14 18 90 
 14 29 100 
 14 30 110 
 14 33 94 
 14 42 100 
 14 44 93 
 14 45 102 
 14 63 96 
 14 64 101 
 14 67 99 
 14 69 97 
 14 74 98 
 14 77 106 
 14 78 87 
 14 79 110 
 15 20 104 
 15 25 99 
 15 29 100 
 15 36 101 
 15 42 101 
 15 43 103 
 15 47 96 
 15 62 87 
 15 70 103 
 15 72 99 
 16 27 100 
 16 29 96 
 16 37 104 
 16 45 100 
 16 46 103 
 16 48 100 
 16 60 96 
 16 62 95 
 16 63 101 
 16 64 110 
 17 19 99 
 17 27 97 
 17 31 101 
 17 50 87 
 17 55 96 
 17 56 104 
 17 68 101 
 17 72 103 
 17 75 94 
 17 78 100 
 17 80 105 
 18 22 98 
 18 27 95 
 18 33 95 
 18 35 95 
 18 59 98 
 18 65 97 
 18 67 104 
 18 71 101 
 19 21 104 
 19 24 107 
 19 26 108 
 19 35 90 
 19 40 113 
 19 45 103 
 19 49 100 
 19 55 107 
 19 59 100 
 19 61 105 
 19 62 100 
 19 67 100 
 19 70 95 
 19 74 103 
 19 79 112 
 20 35 104 
 20 38 96 
 20 46 95 
 20 49 104 
 20 55 100 
 20 63 105 
 20 71 104 
 20 73 93 
 20 74 107 
 21 26 98 
 21 38 94 
 21 40 96 
 21 48 101 
 21 54 96 
 21 55 106 
 21 59 102 
 21 61 102 
 21 63 104 
 21 72 104 
 21 75 102 
 21 79 104 
 22 35 98 
 22 42 100 
 22 44 108 
 22 56 100 
 22 62 90 
 22 72 96 
 22 77 108 
 23 28 99 
 23 30 104 
 23 33 100 
 23 35 105 
 23 38 99 
 23 42 101 
 23 46 95 
 23 47 89 
 23 53 106 
 23 55 93 
 23 56 96 
 23 62 101 
 23 67 97 
 23 68 102 
 23 70 96 
 23 76 89 
 23 77 111 
 24 30 100 
 24 34 97 
 24 36 98 
 24 38 101 
 24 48 104 
 24 57 101 
 24 61 103 
 24 65 100 
 24 67 103 
 24 78 103 
 25 31 100 
 25 35 102 
 25 36 96 
 25 48 101 
 25 50 97 
 25 53 98 
 25 64 100 
 25 75 95 
 25 77 98 
 25 79 102 
 26 27 104 
 26 32 100 
 26 39 100 
 26 47 95 
 26 48 99 
 26 54 98 
 26 67 98 
 26 68 104 
 26 69 89 
 26 70 92 
 26 79 105 
 27 32 94 
 27 37 97 
 27 41 90 
 27 45 103 
 27 49 104 
 27 50 96 
 27 51 96 
 27 52 99 
 27 54 89 
 27 55 99 
 27 62 91 
 27 64 97 
 27 67 100 
 27 70 105 
 27 72 100 
 27 73 102 
 27 76 105 
 27 77 93 
 28 38 107 
 28 42 97 
 28 53 101 
 28 60 100 
 28 69 96 
 28 75 101 
 28 78 100 
 28 80 110 
 29 33 101 
 29 41 96 
 29 47 115 
 29 48 96 
 29 49 111 
 29 56 100 
 29 60 105 
 29 79 106 
 30 34 103 
 30 35 104 
 30 42 95 
 30 44 104 
 30 45 103 
 30 47 101 
 30 49 109 
 30 54 96 
 30 65 88 
 30 69 103 
 30 72 100 
 30 74 98 
 30 77 97 
 31 42 99 
 31 45 98 
 31 49 97 
 31 50 100 
 31 52 105 
 31 53 100 
 31 59 94 
 31 60 99 
 31 67 103 
 31 79 92 
 32 39 109 
 32 45 97 
 32 46 104 
 32 51 112 
 32 54 111 
 32 56 103 
 32 57 99 
 32 64 102 
 32 66 98 
 32 67 94 
 32 68 101 
 32 71 104 
 32 78 102 
 32 79 96 
 33 34 102 
 33 37 100 
 33 41 97 
 33 42 102 
 33 46 96 
 33 48 105 
 33 49 107 
 33 52 95 
 33 57 103 
 33 73 101 
 33 75 95 
 33 76 91 
 33 79 101 
 34 40 98 
 34 42 113 
 34 44 109 
 34 47 103 
 34 54 107 
 34 65 97 
 34 67 100 
 34 79 96 
 34 80 105 
 35 37 104 
 35 54 97 
 35 55 102 
 35 60 96 
 35 62 99 
 35 63 106 
 35 66 101 
 35 68 107 
 35 73 103 
 35 76 91 
 35 78 103 
 36 37 109 
 36 42 104 
 36 51 111 
 36 53 100 
 36 60 97 
 36 63 91 
 36 70 101 
 36 73 91 
 36 79 96 
 37 39 105 
 37 69 97 
 37 71 100 
 37 73 97 
 37 74 108 
 37 80 104 
 38 51 106 
 38 54 89 
 38 55 99 
 38 57 96 
 38 61 100 
 38 62 104 
 38 63 104 
 38 74 103 
 38 75 103 
 39 42 92 
 39 48 99 
 39 51 94 
 39 57 100 
 40 42 98 
 40 54 86 
 40 60 95 
 40 61 96 
 40 64 104 
 40 65 99 
 40 70 94 
 40 76 97 
 40 77 104 
 40 80 106 
 41 51 103 
 41 53 99 
 41 55 99 
 41 65 98 
 41 66 102 
 41 75 96 
 41 79 98 
 42 44 97 
 42 49 101 
 42 55 101 
 42 60 101 
 42 65 102 
 42 68 110 
 43 47 99 
 43 49 94 
 43 51 100 
 43 54 104 
 43 56 96 
 43 58 100 
 43 60 94 
 43 70 86 
 43 73 101 
 43 75 107 
 44 49 99 
 44 62 95 
 44 67 105 
 44 72 108 
 44 73 94 
 44 80 96 
 45 51 95 
 45 55 97 
 45 65 95 
 45 68 104 
 45 73 100 
 46 51 94 
 46 52 101 
 46 65 99 
 46 75 105 
 46 76 104 
 46 77 102 
 47 49 107 
 47 53 92 
 47 55 97 
 47 59 106 
 47 60 105 
 47 65 99 
 48 49 98 
 48 54 102 
 48 57 103 
 48 70 91 
 48 71 97 
 49 63 105 
 49 71 100 
 49 73 102 
 49 75 95 
 49 79 99 
 49 80 92 
 50 53 100 
 50 55 101 
 50 62 93 
 50 69 106 
 51 52 96 
 51 53 88 
 51 54 98 
 51 59 100 
 51 60 99 
 51 69 103 
 51 72 101 
 51 77 102 
 52 56 109 
 52 58 102 
 52 68 97 
 52 76 99 
 52 78 94 
 52 79 103 
 53 64 92 
 53 69 96 
 53 71 103 
 53 72 95 
 53 79 94 
 54 58 100 
 54 62 102 
 54 71 97 
 54 72 94 
 55 57 109 
 55 65 101 
 55 66 98 
 55 67 109 
 55 70 103 
 55 75 90 
 56 73 89 
 57 59 115 
 57 60 95 
 57 66 92 
 57 67 107 
 57 68 104 
 57 72 106 
 58 60 103 
 58 61 101 
 58 66 97 
 58 71 99 
 59 63 99 
 59 75 99 
 60 61 92 
 60 71 101 
 60 72 98 
 60 75 103 
 61 63 100 
 61 65 102 
 61 66 94 
 61 69 99 
 61 74 99 
 61 76 103 
 62 67 101 
 62 72 104 
 62 76 95 
 63 72 102 
 63 73 103 
 63 77 107 
 64 73 103 
 64 74 94 
 64 79 105 
 65 76 102 
 66 73 95 
 66 76 103 
 66 79 107 
 67 75 98 
 67 78 98 
 68 75 101 
 69 71 101 
 69 75 99 
 69 78 94 
 70 75 103 
 70 76 99 
 70 77 101 
 70 80 103 
 71 79 101 
 72 73 100 
 72 77 101 
 73 74 103 
 73 76 111 
 73 79 96 
 74 76 107 
 74 79 103 
 75 79 96 
 8 
 1 2 3 4 5 6 
 7 8 
 80 632 
 1 14 203 
 1 35 200 
 1 41 202 
 1 45 203 
 1 48 199 
 1 49 196 
 1 50 198 
 1 53 208 
 1 58 203 
 1 64 192 
 1 65 202 
 1 67 200 
 1 68 203 
 1 70 195 
 1 71 185 
 1 72 200 
 1 74 199 
 1 78 197 
 1 79 194 
 1 80 197 
 2 3 300 
 2 4 301 
 2 9 202 
 2 13 206 
 2 15 201 
 2 20 198 
 2 42 198 
 2 44 200 
 2 57 201 
 2 61 202 
 2 64 205 
 2 69 200 
 2 75 205 
 2 79 204 
 3 13 197 
 3 22 200 
 3 25 199 
 3 30 190 
 3 33 197 
 3 35 214 
 3 49 198 
 3 50 200 
 3 54 198 
 3 58 191 
 3 59 205 
 3 63 195 
 3 65 203 
 3 66 201 
 3 80 196 
 4 18 204 
 4 21 193 
 4 24 200 
 4 27 205 
 4 30 201 
 4 31 198 
 4 32 193 
 4 33 202 
 4 42 203 
 4 43 208 
 4 48 193 
 4 52 207 
 4 53 193 
 4 54 201 
 4 56 198 
 4 58 196 
 4 60 203 
 4 63 203 
 4 64 204 
 4 70 191 
 4 76 205 
 5 7 298 
 5 13 198 
 5 14 200 
 5 15 203 
 5 16 207 
 5 20 198 
 5 23 199 
 5 26 203 
 5 43 189 
 5 45 198 
 5 47 201 
 5 52 186 
 5 61 206 
 5 62 202 
 5 65 210 
 5 69 202 
 5 75 203 
 5 80 197 
 6 21 197 
 6 27 195 
 6 29 203 
 6 31 203 
 6 33 205 
 6 36 192 
 6 42 200 
 6 51 200 
 6 56 203 
 6 57 194 
 6 61 195 
 6 63 210 
 6 71 195 
 6 76 193 
 6 77 192 
 7 17 199 
 7 20 203 
 7 21 197 
 7 25 190 
 7 27 188 
 7 28 203 
 7 35 199 
 7 36 192 
 7 44 201 
 7 46 201 
 7 48 203 
 7 53 210 
 7 63 197 
 7 64 210 
 7 65 195 
 7 67 192 
 7 70 196 
 8 11 195 
 8 19 197 
 8 21 199 
 8 25 200 
 8 39 201 
 8 42 206 
 8 50 202 
 8 54 203 
 8 60 201 
 8 62 204 
 8 67 200 
 8 69 197 
 8 72 202 
 8 75 195 
 8 78 200 
 9 11 92 
 9 18 101 
 9 19 96 
 9 23 103 
 9 25 97 
 9 38 93 
 9 39 105 
 9 40 95 
 9 41 104 
 9 44 99 
 9 45 97 
 9 68 109 
 9 73 100 
 10 12 99 
 10 13 102 
 10 19 92 
 10 21 97 
 10 23 96 
 10 36 100 
 10 47 105 
 10 63 102 
 10 76 105 
 10 78 95 
 10 80 100 
 11 35 97 
 11 43 97 
 11 45 96 
 11 52 99 
 11 53 105 
 11 54 103 
 11 56 102 
 11 71 93 
 11 72 98 
 12 26 100 
 12 31 91 
 12 34 96 
 12 55 103 
 12 58 102 
 12 60 96 
 12 72 100 
 12 74 94 
 12 79 96 
 13 18 96 
 13 22 96 
 13 28 100 
 13 29 104 
 13 42 98 
 13 50 105 
 13 54 95 
 13 56 108 
 13 57 97 
 13 63 98 
 13 67 99 
 13 71 99 
 13 72 96 
 13 79 102 
 13 80 103 
 14 15 101 
 14 17 90 
 14 25 101 
 14 29 101 
 14 32 92 
 14 35 99 
 14 40 102 
 14 51 103 
 14 54 106 
 14 58 88 
 14 60 101 
 14 62 103 
 14 64 104 
 14 65 96 
 14 80 101 
 15 16 105 
 15 22 101 
 15 24 97 
 15 43 91 
 15 55 104 
 15 64 97 
 15 72 101 
 15 80 95 
 16 18 98 
 16 21 103 
 16 22 97 
 16 24 100 
 16 28 99 
 16 30 100 
 16 35 102 
 16 53 97 
 16 55 95 
 16 58 99 
 16 61 100 
 16 62 101 
 16 65 94 
 16 73 106 
 16 78 91 
 16 79 93 
 17 22 100 
 17 24 99 
 17 26 101 
 17 30 99 
 17 33 105 
 17 35 105 
 17 42 102 
 17 45 102 
 17 54 105 
 17 71 97 
 17 74 106 
 17 77 106 
 17 78 97 
 17 80 98 
 18 23 97 
 18 29 106 
 18 32 99 
 18 47 93 
 18 51 95 
 18 62 102 
 18 77 101 
 19 27 104 
 19 34 100 
 19 37 100 
 19 42 97 
 19 44 93 
 19 50 102 
 19 52 100 
 19 57 92 
 19 75 103 
 20 40 91 
 20 48 97 
 20 56 95 
 20 65 110 
 20 72 108 
 20 74 107 
 21 30 97 
 21 32 101 
 21 42 102 
 21 44 104 
 21 45 106 
 21 51 103 
 21 60 95 
 21 66 106 
 21 70 98 
 21 72 99 
 21 74 98 
 22 27 100 
 22 28 98 
 22 31 94 
 22 34 100 
 22 39 92 
 22 51 102 
 22 53 106 
 22 58 112 
 22 64 101 
 22 69 98 
 22 74 99 
 22 76 92 
 23 29 96 
 23 32 97 
 23 37 103 
 23 39 100 
 23 43 98 
 23 46 93 
 23 47 96 
 23 51 93 
 23 53 106 
 23 54 94 
 23 60 99 
 23 68 105 
 23 75 96 
 24 30 106 
 24 33 103 
 24 35 97 
 24 45 98 
 24 46 97 
 24 52 99 
 24 54 101 
 24 56 99 
 24 68 98 
 24 74 92 
 25 29 99 
 25 30 92 
 25 31 99 
 25 33 104 
 25 34 98 
 25 39 101 
 25 49 100 
 25 55 97 
 25 58 96 
 25 69 101 
 25 71 97 
 25 72 101 
 25 77 104 
 26 41 103 
 26 45 98 
 26 48 104 
 26 53 102 
 26 56 96 
 26 58 107 
 26 62 97 
 26 64 100 
 27 29 100 
 27 34 99 
 27 35 98 
 27 36 108 
 27 39 97 
 27 40 94 
 27 41 97 
 27 47 100 
 27 52 103 
 27 58 104 
 27 61 98 
 27 67 103 
 27 69 101 
 27 72 95 
 27 73 96 
 28 34 90 
 28 36 106 
 28 39 98 
 28 44 93 
 28 48 101 
 28 51 116 
 28 59 104 
 28 63 98 
 28 66 98 
 28 67 92 
 28 69 96 
 28 74 103 
 28 78 93 
 29 33 99 
 29 40 98 
 29 41 100 
 29 53 92 
 29 54 96 
 29 57 105 
 29 60 95 
 29 66 95 
 29 69 99 
 29 72 98 
 29 75 95 
 30 43 102 
 30 49 109 
 30 50 105 
 30 52 93 
 30 54 98 
 30 57 95 
 30 63 94 
 30 64 105 
 30 69 103 
 30 73 98 
 30 79 92 
 31 35 100 
 31 47 98 
 31 64 96 
 32 36 98 
 32 37 97 
 32 40 90 
 32 45 98 
 32 46 98 
 32 50 98 
 32 53 94 
 32 54 98 
 32 55 95 
 32 63 92 
 32 65 96 
 32 66 99 
 32 72 94 
 33 34 95 
 33 42 97 
 33 46 101 
 33 53 100 
 33 55 99 
 33 68 99 
 33 72 89 
 34 36 101 
 34 43 98 
 34 48 96 
 34 51 107 
 34 53 98 
 34 63 105 
 34 71 104 
 34 79 103 
 35 36 113 
 35 38 103 
 35 39 92 
 35 45 108 
 35 49 94 
 35 50 90 
 35 58 94 
 35 62 93 
 35 67 104 
 35 69 104 
 35 72 108 
 36 41 100 
 36 47 106 
 36 48 102 
 36 52 103 
 36 61 101 
 36 66 93 
 36 69 109 
 36 75 96 
 37 44 105 
 37 48 95 
 37 51 103 
 37 63 99 
 37 64 96 
 37 70 104 
 37 77 101 
 38 46 95 
 38 49 96 
 38 50 95 
 38 52 98 
 38 54 102 
 38 55 103 
 38 58 92 
 38 66 98 
 38 76 90 
 38 78 100 
 39 43 97 
 39 45 104 
 39 51 103 
 39 70 102 
 39 72 103 
 39 78 103 
 39 80 95 
 40 48 99 
 40 59 91 
 40 61 100 
 40 65 101 
 40 66 100 
 40 68 104 
 40 70 91 
 40 74 99 
 40 78 100 
 41 43 97 
 41 48 109 
 41 51 92 
 41 58 99 
 41 59 99 
 41 64 101 
 41 66 95 
 41 67 112 
 41 70 103 
 41 72 108 
 41 73 95 
 42 43 100 
 42 45 99 
 42 49 95 
 42 57 100 
 42 64 98 
 42 65 91 
 42 70 95 
 42 75 102 
 42 80 105 
 43 45 103 
 43 51 93 
 43 58 94 
 43 73 97 
 44 45 111 
 44 48 107 
 44 51 106 
 44 59 116 
 44 62 108 
 44 67 98 
 44 69 96 
 44 76 104 
 45 47 103 
 45 53 101 
 45 64 97 
 45 71 99 
 45 77 93 
 45 78 91 
 46 54 95 
 46 60 93 
 46 70 99 
 46 76 93 
 47 48 96 
 47 50 100 
 47 59 100 
 47 62 105 
 47 66 106 
 47 75 103 
 47 79 101 
 48 49 100 
 48 51 92 
 48 52 105 
 48 61 98 
 48 65 103 
 48 69 96 
 48 75 99 
 49 54 107 
 49 58 94 
 49 63 106 
 49 64 91 
 49 68 94 
 50 54 92 
 50 56 97 
 50 61 96 
 50 62 93 
 50 63 95 
 50 65 107 
 50 68 101 
 50 71 101 
 50 78 98 
 50 79 104 
 51 67 95 
 51 68 92 
 51 70 100 
 51 75 104 
 51 76 100 
 52 57 89 
 52 60 98 
 52 62 103 
 52 67 95 
 52 72 102 
 52 74 98 
 53 54 103 
 53 65 105 
 53 66 97 
 53 69 99 
 53 72 99 
 53 75 104 
 54 55 104 
 54 58 101 
 54 59 97 
 54 65 91 
 54 67 99 
 54 80 93 
 55 58 99 
 55 62 95 
 55 73 95 
 55 76 106 
 55 77 94 
 56 59 92 
 56 62 100 
 56 67 106 
 56 69 97 
 56 71 96 
 56 73 96 
 56 75 105 
 56 76 99 
 56 77 102 
 57 59 103 
 57 60 97 
 57 62 96 
 57 67 105 
 57 69 100 
 57 70 100 
 57 77 99 
 57 80 110 
 58 62 107 
 58 68 95 
 58 75 110 
 59 61 97 
 59 62 97 
 59 67 99 
 59 69 105 
 59 78 103 
 60 63 92 
 60 65 100 
 61 68 94 
 61 72 102 
 61 76 100 
 62 65 98 
 62 66 110 
 62 72 100 
 62 76 110 
 63 73 108 
 63 78 93 
 64 70 97 
 65 67 101 
 65 68 99 
 65 72 105 
 65 75 104 
 65 77 97 
 66 67 100 
 66 73 109 
 66 78 103 
 67 71 98 
 67 74 96 
 67 80 100 
 68 73 91 
 68 78 98 
 69 71 100 
 69 72 95 
 69 76 93 
 70 72 98 
 70 76 105 
 70 80 106 
 71 78 96 
 72 74 100 
 72 75 104 
 73 77 101 
 74 76 101 
 74 77 99 
 75 80 98 
 76 77 103 
 77 78 104 
 77 80 101 
 8 
 1 2 3 4 5 6 
 7 8 
 80 632 
 1 3 297 
 1 11 198 
 1 14 196 
 1 17 200 
 1 21 195 
 1 22 192 
 1 23 202 
 1 31 205 
 1 39 205 
 1 42 206 
 1 44 194 
 1 47 200 
 1 48 193 
 1 55 198 
 1 56 206 
 1 63 195 
 1 69 206 
 1 70 195 
 1 76 200 
 1 78 202 
 2 7 303 
 2 23 199 
 2 25 200 
 2 29 194 
 2 31 204 
 2 33 206 
 2 46 198 
 2 48 197 
 2 52 200 
 2 60 197 
 2 70 204 
 2 80 211 
 3 8 303 
 3 11 198 
 3 14 201 
 3 15 200 
 3 19 194 
 3 21 193 
 3 22 201 
 3 25 199 
 3 26 201 
 3 27 210 
 3 31 197 
 3 36 204 
 3 46 190 
 3 64 196 
 3 67 203 
 3 68 202 
 3 70 201 
 3 73 203 
 3 74 202 
 3 76 198 
 4 20 200 
 4 33 204 
 4 58 193 
 4 60 201 
 4 63 196 
 4 65 195 
 4 66 205 
 4 74 207 
 4 76 203 
 4 78 200 
 5 6 298 
 5 10 195 
 5 11 207 
 5 12 202 
 5 18 207 
 5 28 212 
 5 33 206 
 5 34 204 
 5 37 203 
 5 41 197 
 5 49 198 
 5 52 204 
 5 59 202 
 5 64 204 
 5 77 193 
 6 18 197 
 6 19 204 
 6 21 198 
 6 31 197 
 6 34 204 
 6 38 203 
 6 46 191 
 6 49 198 
 6 50 197 
 6 51 213 
 6 55 202 
 6 66 198 
 6 67 202 
 6 68 206 
 6 69 198 
 6 72 201 
 7 18 200 
 7 19 208 
 7 26 197 
 7 37 198 
 7 50 198 
 7 51 196 
 7 57 195 
 7 63 198 
 7 65 191 
 7 68 204 
 7 72 195 
 7 73 197 
 7 77 201 
 8 13 197 
 8 27 198 
 8 28 192 
 8 32 207 
 8 35 196 
 8 42 192 
 8 57 205 
 8 61 202 
 8 62 206 
 8 65 195 
 8 68 202 
 8 74 191 
 8 80 196 
 9 13 105 
 9 16 94 
 9 24 98 
 9 25 101 
 9 32 107 
 9 41 108 
 9 50 99 
 9 62 95 
 9 67 97 
 9 69 95 
 9 70 96 
 9 80 95 
 10 34 96 
 10 43 99 
 10 51 106 
 10 57 98 
 10 68 94 
 10 69 103 
 10 71 100 
 10 74 92 
 10 78 104 
 11 12 95 
 11 17 91 
 11 19 96 
 11 28 106 
 11 37 106 
 11 46 107 
 11 48 93 
 11 57 95 
 11 71 98 
 11 75 99 
 11 77 105 
 12 30 95 
 12 31 96 
 12 33 101 
 12 36 106 
 12 39 105 
 12 45 101 
 12 51 99 
 12 53 92 
 12 57 99 
 12 74 98 
 12 78 88 
 13 25 108 
 13 26 96 
 13 37 98 
 13 58 90 
 13 60 100 
 13 62 96 
 14 22 104 
 14 24 98 
 14 37 96 
 14 47 97 
 14 48 92 
 14 56 105 
 14 70 100 
 14 74 97 
 15 17 97 
 15 21 96 
 15 22 103 
 15 33 101 
 15 38 93 
 15 45 97 
 15 51 102 
 15 53 95 
 15 62 101 
 15 64 96 
 15 66 90 
 15 70 99 
 15 72 102 
 15 74 102 
 15 78 103 
 16 18 96 
 16 24 93 
 16 31 107 
 16 34 84 
 16 38 101 
 16 39 96 
 16 41 83 
 16 48 96 
 16 58 91 
 16 63 101 
 16 65 98 
 16 70 104 
 16 72 103 
 16 73 96 
 16 74 105 
 17 18 103 
 17 19 103 
 17 21 97 
 17 24 98 
 17 27 99 
 17 33 102 
 17 40 96 
 17 44 97 
 17 52 106 
 17 57 96 
 17 68 91 
 17 72 101 
 17 78 97 
 18 21 96 
 18 23 101 
 18 25 113 
 18 29 99 
 18 37 104 
 18 43 103 
 18 49 92 
 18 52 106 
 18 53 96 
 18 55 103 
 18 57 103 
 18 64 97 
 18 67 95 
 18 77 94 
 19 23 94 
 19 26 100 
 19 36 100 
 19 39 91 
 19 40 91 
 19 42 100 
 19 43 104 
 19 47 98 
 19 48 102 
 19 50 102 
 19 51 107 
 19 53 100 
 19 54 104 
 19 59 100 
 19 67 100 
 19 80 103 
 20 22 90 
 20 23 99 
 20 25 98 
 20 27 98 
 20 32 94 
 20 37 93 
 20 38 94 
 20 41 95 
 20 46 101 
 20 48 97 
 20 49 97 
 20 54 106 
 20 60 89 
 20 64 109 
 20 68 101 
 20 69 100 
 20 80 105 
 21 28 99 
 21 30 100 
 21 37 107 
 21 38 97 
 21 39 92 
 21 41 99 
 21 42 101 
 21 43 95 
 21 47 95 
 21 48 102 
 21 50 94 
 21 52 96 
 21 57 100 
 21 59 110 
 21 78 102 
 22 26 100 
 22 33 104 
 22 41 107 
 22 44 105 
 22 45 100 
 22 63 103 
 22 69 97 
 22 79 96 
 23 30 109 
 23 31 98 
 23 43 93 
 23 52 92 
 23 55 110 
 23 56 104 
 23 63 99 
 23 66 98 
 23 70 107 
 23 71 95 
 23 73 105 
 23 75 110 
 24 25 98 
 24 40 100 
 24 41 107 
 24 42 111 
 24 53 105 
 24 54 98 
 24 56 93 
 24 63 93 
 24 64 103 
 24 67 107 
 24 69 95 
 24 71 107 
 24 72 89 
 24 74 106 
 25 30 96 
 25 32 105 
 25 35 102 
 25 38 105 
 25 44 96 
 25 45 104 
 25 47 106 
 25 56 98 
 25 58 93 
 25 65 95 
 25 71 100 
 26 31 97 
 26 39 97 
 26 40 100 
 26 41 110 
 26 42 103 
 26 49 97 
 26 55 101 
 26 56 97 
 26 58 108 
 26 63 99 
 26 67 103 
 26 70 100 
 27 30 91 
 27 37 107 
 27 42 90 
 27 45 92 
 27 48 111 
 27 54 96 
 27 55 89 
 27 60 106 
 27 61 99 
 27 66 89 
 27 70 101 
 27 72 92 
 27 79 98 
 28 35 102 
 28 40 102 
 28 49 104 
 28 53 101 
 28 58 105 
 28 60 95 
 28 62 99 
 28 68 105 
 28 70 106 
 28 71 103 
 28 72 98 
 29 30 106 
 29 38 92 
 29 41 91 
 29 51 98 
 29 58 112 
 29 65 99 
 29 67 107 
 29 68 101 
 29 71 103 
 30 33 94 
 30 44 104 
 30 45 111 
 30 48 100 
 30 53 95 
 30 54 99 
 30 60 104 
